"CustomerNo","fk_catalog_segment","sku_simple","id_catalog_simple","avg_size","prediction","simple_list","cluster_total","profiles"
1035409,1,"PA688SH36BSPINDFAS-2906385",2906385,25.1,"TRUE","2906385:0.59,2906383:0.47,2906387:0.47,2906381:0.40,2906379:0.39,2906377:0.33",1,1
10357161,1,"SO714SH08XOLINDFAS-3780739",3780739,22,"FALSE","3780743:0.47,3780741:0.47,3780739:0.45,3780745:0.38,3780747:0.33,3780749:0.31",2,2
1036084,1,"MO651SH64YDZINDFAS-3197705",3197705,24.7,"FALSE","3197711:0.43,3197707:0.40,3197705:0.40,3197709:0.38,3197703:0.33,3197701:0.27,3197699:0.27,3197713:0.26",3,3
1036084,1,"ZC657SH16AJFINDFAS-903703",903703,25,"TRUE","903704:0.43,903703:0.43,903705:0.38,903702:0.36,903701:0.29,903700:0.29",3,3
1036255,1,"LA858SH42NGVINDFAS-3698481",3698481,24.7,"FALSE","3698479:0.70,3698481:0.68,3698477:0.58,3698483:0.58,3698475:0.47,3698485:0.45",4,1
1036255,1,"LA858SH75ISEINDFAS-2332248",2332248,24,"TRUE","2332248:0.70,2332249:0.68,2332247:0.58,2332250:0.58,2332246:0.47,2332251:0.45",4,1
1036459,1,"CA027SH64WKTINDFAS-1789962",1789962,24.9,"FALSE","1789963:0.58,1789962:0.51,1789964:0.45,1789959:0.40,1789960:0.39,1789961:0.38",1,1
10372987,2,"AN429SH52EGLINDFAS-2738393",2738393,28,"TRUE","2738393:0.50,2738391:0.42,2738389:0.36,2738385:0.33,2738387:0.33",2,2
1037347,1,"CA027SH02EORINDFAS-3386189",3386189,23.8,"TRUE","3386189:0.64,3386191:0.53,3386187:0.50,3386185:0.42,3386193:0.40,3386195:0.33",2,1
10374549,1,"IN071SH70DHHINDFAS-3382411",3382411,23.3,"TRUE","3382411:0.57,3382413:0.54,3382409:0.48,3382415:0.44,3382419:0.38,3382417:0.38",1,1
10376229,1,"MB095SH10XXPINDFAS-1440932",1440932,26.2,"FALSE","1440931:0.67,1440930:0.58,1440932:0.57,1440929:0.47,1440928:0.36,1440927:0.27,1440926:0.22",5,2
1037866,2,"AS017SH80RILINDFAS-1723785",1723785,26,"FALSE","1723786:0.56,1723785:0.51,1723787:0.43,1723789:0.39,1723788:0.38,2143497:0.32",1,1
10381745,1,"JC046SH88DDNINDFAS-2200653",2200653,25.55,"TRUE","2200653:0.45,2200652:0.45,2200654:0.39,2200651:0.38,2200650:0.30,2200649:0.24,3234651:0.18",7,3
1038361,1,"IL755SH56WWTINDFAS-3017059",3017059,22.4,"FALSE","3017063:0.63,3017061:0.57,3017059:0.49,3017065:0.46,3017067:0.33,3017069:0.33",2,1
1038366,1,"VA613SH06WLXINDFAS-3429667",3429667,25,"FALSE","3429669:0.56,3429667:0.40,3429663:0.33,3429665:0.33,3429661:0.30",2,1
10383777,1,"CA027SH18JTLINDFAS-2216423",2216423,25.7,"FALSE","2216424:0.54,2216423:0.53,2216422:0.42,2216419:0.40,2216420:0.39,2216421:0.38",1,1
10384425,1,"NE717SH80TWLINDFAS-2240685",2240685,24.3,"TRUE","2240685:0.60,2240686:0.50,2240684:0.50,2240687:0.43,2240683:0.42,2240682:0.40",1,1
10390419,1,"TE228SH16AXFINDFAS-2965541",2965541,25.7,"FALSE","2965535:0.57,2965537:0.54,2965533:0.52,2965539:0.50,2965541:0.46",1,1
1039058,1,"JC046SH75DEAINDFAS-2200728",2200728,23.55,"FALSE","2200729:0.56,2200728:0.54,2200730:0.46,2200727:0.46,2200731:0.40,2200732:0.40",1,1
1039109,1,"CA027SH00KTRINDFAS-2871823",2871823,24.9,"TRUE","2871823:0.42,2871827:0.39,2871825:0.38,2871821:0.34,2871817:0.29,2871819:0.28",3,3
1039109,1,"CA027SH65TOGINDFAS-999195",999195,24.9,"TRUE","999195:0.42,999197:0.39,999196:0.38,999194:0.34,999192:0.29,999193:0.28",3,3
1039109,1,"CA027SH74EPTINDFAS-3386359",3386359,24.9,"TRUE","3386359:0.42,3386363:0.39,3386361:0.38,3386357:0.34,3386353:0.29,3386355:0.28",3,3
1039109,1,"CA027SH22XABINDFAS-2896227",2896227,23.8,"FALSE","2896229:0.42,2896233:0.39,2896231:0.38,2896227:0.34,2896223:0.29,2896225:0.28",3,3
1039109,1,"CA027SH66CFTINDFAS-1620634",1620634,24.9,"TRUE","1620634:0.42,1620636:0.39,1620635:0.38,1620633:0.34,1620631:0.29,1620632:0.28",3,3
1039109,1,"CA027SH22XABINDFAS-2896229",2896229,24.9,"TRUE","2896229:0.42,2896233:0.39,2896231:0.38,2896227:0.34,2896223:0.29,2896225:0.28",3,3
1039109,1,"CA027SH28WZVINDFAS-2896193",2896193,23.8,"FALSE","2896195:0.42,2896187:0.39,2896197:0.38,2896193:0.34,2896189:0.29,2896191:0.28",3,3
1039109,1,"CA027SH04KTNINDFAS-2871797",2871797,23.8,"FALSE","2871799:0.42,2871803:0.39,2871801:0.38,2871797:0.34,2871793:0.29,2871795:0.28",3,3
1039109,1,"CA027SH82EPLINDFAS-3386309",3386309,23.8,"FALSE","3386311:0.42,3386315:0.39,3386313:0.38,3386309:0.34,3386305:0.29,3386307:0.28",3,3
1039109,1,"CA027SH96BNBINDFAS-614943",614943,24.9,"TRUE","614943:0.42,614945:0.39,614944:0.38,614942:0.34,614940:0.29,614941:0.28",3,3
1039109,1,"CA027SH94XBDINDFAS-2896397",2896397,24.9,"TRUE","2896397:0.42,2896401:0.39,2896399:0.38,2896395:0.34,2896391:0.29,2896393:0.28",3,3
1039109,1,"CA027SH74EPTINDFAS-3386357",3386357,23.8,"FALSE","3386359:0.42,3386363:0.39,3386361:0.38,3386357:0.34,3386353:0.29,3386355:0.28",3,3
1039109,1,"CA027SH68HGHINDFAS-3332183",3332183,24.9,"TRUE","3332183:0.42,3332187:0.39,3332185:0.38,3332181:0.34,3332177:0.29,3332179:0.28",3,3
1039180,2,"UN573SH76TRJINDFAS-2888719",2888719,26.2,"FALSE","2888721:0.56,2888719:0.53,2888723:0.45,2888725:0.39,2888727:0.38,2888717:0.35",1,1
1039595,1,"ST131SH98XYJINDFAS-2418735",2418735,23.55,NA,"2418733:0.75,2418735:0.65,2418737:0.52,2418739:0.40,2418741:0.31,2418743:0.25",4,1
10402327,1,"ST446SH75YHWINDFAS-3991714",3991714,22.5,NA,"3991716:0.53,3991714:0.53,3991712:0.49,3991718:0.46,3991720:0.39,3991722:0.37",1,1
1040312,1,"AL007SH55TWMINDFAS-2177593",2177593,24.892,"TRUE","2177593:0.45,2177592:0.40,2177594:0.40,2177595:0.34,2177591:0.32",11,5
1040312,1,"AD761SH02NJLINDFAS-2045542",2045542,27.3,"FALSE","2045539:0.44,2045540:0.39,2045541:0.30,2045542:0.22,2045543:0.13",11,5
1040490,3,"KI446SH63GWUINDFAS-625197",625197,18.25,"NOPRED","625197:0.49,625192:0.49,625196:0.48,625195:0.46,625193:0.45,625194:0.44",2,2
10410707,1,"ZC657SH18AJDINDFAS-903689",903689,23.55,"FALSE","903690:0.60,903691:0.50,903689:0.50,903692:0.43,903688:0.42,903693:0.40",1,1
10414461,1,"RE105SH77ZFMINDFAS-1556993",1556993,24.5,"TRUE","1556993:0.57,1556994:0.49,1556992:0.43,1556995:0.38",1,1
1041481,1,"TO327SH16ZCLINDFAS-3934575",3934575,24.6,"FALSE","3934573:0.54,3934575:0.45,3934577:0.36,3934579:0.26,3934581:0.20,3934583:0.17",6,3
1041565,1,"MI162SH30UIVINDFAS-2409775",2409775,26.2,"FALSE","2409773:0.78,2409771:0.68,2409775:0.66,2409769:0.55,2409767:0.42,2409765:0.32",5,1
10417685,1,"MY465SH98GFDINDFAS-3390417",3390417,25,"FALSE","3390415:0.60,3390417:0.50,3390413:0.50,3390419:0.43,3390411:0.42,3390421:0.40",1,1
10419277,1,"KI520SH82VWFINDFAS-2363925",2363925,25,"FALSE","2363923:0.60,2363925:0.50,2363921:0.50,2363927:0.43,2363919:0.42,2363929:0.40",1,1
10424317,1,"WO136SH27ZTOINDFAS-2071728",2071728,25.4,"FALSE","2071727:0.59,2071728:0.54,2071726:0.53,2071729:0.50,2071725:0.43,2071724:0.40",1,1
10425461,1,"MI877SH64NWTINDFAS-3050581",3050581,26.2,"TRUE","3050581:0.62,3050579:0.53,3050577:0.45,3050575:0.35,3050573:0.25,3050571:0.25",4,2
1043323,2,"FR057SH50JCJINDFAS-2924929",2924929,26.5,"TRUE","2924927:0.41,2924929:0.41,2924931:0.40,2924933:0.35,2924935:0.30",3,3
1043333,2,"UN573SH97UPAINDFAS-2243009",2243009,28.6,"FALSE","2243006:0.49,2243008:0.48,2243009:0.43,2243007:0.42,2243010:0.34,2243011:0.29",2,2
1043878,1,"JC046SH59UZCINDFAS-2298325",2298325,23.55,"TRUE","2298325:0.50,2298326:0.50,2298324:0.44,2298327:0.42,2298328:0.35,2298329:0.28",4,2
1043878,1,"LO470SH16XNZINDFAS-2541187",2541187,23.55,"TRUE","2541187:0.50,2541189:0.50,2541185:0.44,2541191:0.42,2541193:0.35,2541195:0.28",4,2
10442667,2,"UN573SH78XXDINDFAS-2542197",2542197,27,"TRUE","2542197:0.33,2542199:0.32,2542195:0.32,2542201:0.29,2542203:0.23,2542205:0.19",5,5
1044309,1,"CA027SH08XAPINDFAS-2896311",2896311,23.8,"FALSE","2896313:0.49,2896311:0.48,2896315:0.42,2896309:0.37,2896307:0.33,2896317:0.33",2,2
10454101,2,"FI053SH42JLDINDFAS-1760137",1760137,26.04,"FALSE","1760138:0.71,1760139:0.62,1760137:0.61,1760140:0.52,1760136:0.51,1760135:0.41",3,1
104569,1,"IN071SH32TFBINDFAS-2238705",2238705,24,"TRUE","2238705:0.50,2238706:0.47,2238707:0.47,2238704:0.42,2238708:0.38,2238703:0.35",2,2
10463755,2,"FU062SH58FMFINDFAS-2324991",2324991,26.2,"FALSE","2324993:0.49,2324991:0.48,2324994:0.44,2324992:0.42,2324995:0.38,2324996:0.31",2,2
10467891,2,"FI053SH17VNIINDFAS-2118914",2118914,26.04,"TRUE","2118914:0.50,2118913:0.43,2118915:0.43,2118912:0.36,2118916:0.35,2118917:0.31",4,3
1048367,3,"BA164SH42ZVHINDFAS-2961715",2961715,18.7,"FALSE","2961713:0.43,2961711:0.42,2961709:0.41,2961715:0.41,2961717:0.39,2961719:0.37",3,3
1048557,1,"IN071SH91VPGINDFAS-2183133",2183133,24,"FALSE","2183135:0.29,2183134:0.29,2183133:0.24,2183136:0.24,2183132:0.24,2183131:0.20,2183130:0.14",12,8
1048576,2,"RE105SH06ICJINDFAS-2631587",2631587,27,"TRUE","2631587:0.48,2631589:0.34,2631591:0.21,2631593:0.14",9,4
1048748,1,"LA858SH18NHTINDFAS-3698621",3698621,23.3,"TRUE","3698621:0.71,3698623:0.67,3698619:0.60,3698625:0.55,3698627:0.44,3698629:0.32",8,2
1049053,2,"SA106SH92UZBINDFAS-1901544",1901544,26,"FALSE","1901545:0.60,1901546:0.52,1901544:0.51,1901547:0.43,1901543:0.41,1901548:0.40",1,1
1049053,2,"SA106SH91UZCINDFAS-1901551",1901551,26.7,"TRUE","1901551:0.60,1901552:0.52,1901550:0.51,1901553:0.43,1901549:0.41,1901554:0.40",1,1
1049720,1,"CA027SH52HGXINDFAS-3332277",3332277,23.8,"FALSE","3332275:0.36,3332277:0.34,3332273:0.31,3332279:0.27,3332281:0.26,3332283:0.21",7,5
1050426,1,"ZC657SH38ZXXINDFAS-3610935",3610935,25,"FALSE","3610929:0.60,3610931:0.52,3610933:0.42,3610937:0.40,3610935:0.40,3610939:0.40",1,1
10507185,1,"NE717SH48XNRINDFAS-2603143",2603143,24.3,"FALSE","2603141:0.67,2603139:0.58,2603143:0.55,2603145:0.44,2603147:0.36,2603149:0.33",2,1
10508501,1,"BE043SH34ZIRINDFAS-2127977",2127977,25.6,"FALSE","2127976:0.60,2127977:0.52,2127975:0.50,2127978:0.43,2127974:0.40,2127979:0.39",1,1
10510399,2,"FI053SH92CLFINDFAS-2022856",2022856,25.4,"TRUE","2022856:0.56,2022857:0.55,2022855:0.48,2022858:0.47,2022860:0.39,2022859:0.39",1,1
10512483,3,"KI446SH95LKQINDFAS-2221200",2221200,22.5,"FALSE","2221197:0.50,2221198:0.48,2221201:0.48,2221196:0.47,2221199:0.46,2221200:0.45,2221195:0.44,2588387:0.42",2,2
1051635,1,"MY465SH22TYFINDFAS-2949401",2949401,24.3,"FALSE","2949403:0.45,2949405:0.40,2949401:0.38,2949407:0.33,2949399:0.30,2949397:0.24",18,6
10516573,2,"UN573SH79QQYINDFAS-2052811",2052811,29.4,"FALSE","2052809:0.56,2052808:0.53,2052810:0.45,2052807:0.43,2052811:0.38,2052812:0.35",1,1
10526733,2,"AS017SH42OGVINDFAS-3645483",3645483,27,"FALSE","3645485:0.44,3645481:0.41,3645487:0.40,3645483:0.38,3645479:0.34,3645489:0.30",5,3
10530597,1,"NE717SH18XKZINDFAS-2602733",2602733,25.55,"NOPRED","2602733:0.44,2602731:0.40,2602727:0.40,2602729:0.40,2602725:0.40",1,1
10532439,2,"RE104SH78UZHINDFAS-2362001",2362001,27.3,"FALSE","2361999:0.57,2362001:0.55,2361997:0.47,2362003:0.47,2361995:0.43,2362005:0.39",1,1
10534743,1,"MI162SH80JFVINDFAS-3220867",3220867,24.3,"TRUE","3220867:0.50,3220869:0.47,3220865:0.41,3220871:0.40,3220863:0.35,3220873:0.33",2,2
10535483,2,"AL005SH43JXCINDFAS-4020088",4020088,27.3,"FALSE","4020090:0.49,4020088:0.42,4020086:0.36,4020084:0.28,4020082:0.25,4020080:0.24",4,2
1055125,1,"CA027SH19JTKINDFAS-2216418",2216418,26.6,"FALSE","2216415:0.57,2216414:0.51,2216413:0.44,2216416:0.41,2216418:0.39,2216417:0.39",1,1
1055283,1,"MI162SH38JHLINDFAS-3221117",3221117,24.3,"TRUE","3221117:0.45,3221119:0.38,3221115:0.38,3221121:0.36,3221125:0.32,3221123:0.31",7,4
1055624,1,"AL009SH46UGJINDFAS-3772025",3772025,24.13,"FALSE","3772027:0.47,3772029:0.45,3772025:0.40,3772031:0.38",2,2
1055624,1,"AL009SH46UGJINDFAS-3772027",3772027,24.77,"TRUE","3772027:0.47,3772029:0.45,3772025:0.40,3772031:0.38",2,2
1057508,2,"PR101SH86OGJINDFAS-452016",452016,25.4,"FALSE","452017:0.50,452016:0.47,452018:0.47,452019:0.39,452021:0.33,452020:0.32",2,2
1057838,1,"IN071SH19JSAINDFAS-1409632",1409632,24,"FALSE","1409631:0.40,1409630:0.40,1409632:0.38,1409633:0.31,1409635:0.27,1409634:0.27",3,3
10578563,2,"SU068SH27ALOINDFAS-3998304",3998304,27.9,"NOPRED","3998300:0.40,3998298:0.40,3998296:0.39,3998304:0.39,3998302:0.38",1,1
1058004,1,"LE080SH22AIZINDFAS-3787401",3787401,25.7,"TRUE","3787401:0.64,3787399:0.59,3787397:0.54,3787395:0.44,3787393:0.32,3787391:0.27",18,3
1058004,1,"LA037SH88UVZINDFAS-2411575",2411575,25.7,"FALSE","2411577:0.66,2411575:0.64,2411573:0.51,2411571:0.32,2411569:0.17,2411567:0.09",18,3
10580431,1,"CA028SH46JNLINDFAS-977870",977870,26,"FALSE","977871:0.56,977870:0.48,977869:0.40,977868:0.32,977866:0.28,977867:0.28",3,2
10597481,2,"EG045SH37GBMINDFAS-2267186",2267186,27.9,"FALSE","2267184:0.31,2267185:0.31,2267186:0.26,2267183:0.26,2267182:0.24,2267181:0.22",11,5
10598055,2,"BU024SH00NELINDFAS-1043076",1043076,26.9,"TRUE","1043076:0.57,1043075:0.55,1043077:0.49,1043074:0.47,1043078:0.41,1043073:0.40",1,1
10599621,2,"CR037SH31BKQINDFAS-2134260",2134260,26.162,"FALSE","2134263:0.49,2134260:0.48,2134262:0.44,2134259:0.43,2134261:0.43,2134264:0.42,2134265:0.37,2134258:0.29,2134257:0.24,2134256:0.17",2,2
10615765,1,"FI739SH20FYLINDFAS-2029930",2029930,25.5,"FALSE","2029929:0.50,2029930:0.49,2029931:0.45,2029928:0.44,2029927:0.38,2029925:0.33,2029926:0.33",2,2
1061695,1,"ZC657SH50ZXLINDFAS-3610861",3610861,24.3,"TRUE","3610863:0.44,3610861:0.44,3610865:0.39,3610859:0.37,3610867:0.32,3610857:0.31",5,3
1061695,1,"ZC657SH50ZXLINDFAS-3610863",3610863,25,"TRUE","3610863:0.44,3610861:0.44,3610865:0.39,3610859:0.37,3610867:0.32,3610857:0.31",5,3
1061695,1,"YE982SH56SYDINDFAS-4097243",4097243,24.5,"FALSE","4097245:0.44,4097243:0.42,4097241:0.41,4097247:0.40,4097249:0.36,4097239:0.35",5,3
1061695,1,"CA028SH96TRZINDFAS-3712519",3712519,24.8,"FALSE","3712517:0.43,3712519:0.42,3712521:0.40,3712515:0.37,3712523:0.34,3712525:0.28",5,3
10621289,1,"IN071SH73FBYINDFAS-1024737",1024737,23.3,"FALSE","1024738:0.50,1024737:0.47,1024739:0.42,1024736:0.40,1024740:0.35,1024741:0.32",2,2
106221,2,"RE104SH10UYBINDFAS-2361809",2361809,26.7,"FALSE","2361813:0.49,2361811:0.41,2361807:0.40,2361805:0.40,2361809:0.40,2361803:0.39",1,1
10627527,1,"MI877SH88NVVINDFAS-3050437",3050437,26.2,"TRUE","3050437:0.50,3050435:0.42,3050433:0.36,3050431:0.28,3050429:0.21,3050427:0.20",6,3
10627799,3,"BA164SH50VFLINDFAS-1953396",1953396,19.3,"FALSE","1953394:0.67,1953395:0.64,1953393:0.64,1953396:0.61,1953392:0.60,1953397:0.58",2,1
10628203,2,"PR101SH82NKBINDFAS-3759125",3759125,26,"FALSE","3759127:0.47,3759121:0.47,3759129:0.46,3759123:0.43,3759125:0.40",2,2
1063108,1,"CA028SH12WFFINDFAS-1549335",1549335,23.6,"FALSE","1549337:0.57,1549338:0.54,1549336:0.49,1549339:0.46,1549335:0.40,1549340:0.39",1,1
1064404,1,"MI162SH58JGRINDFAS-3220999",3220999,24.3,"FALSE","3221001:0.60,3221003:0.52,3220999:0.50,3221005:0.43,3220997:0.40,3220995:0.40",1,1
10646455,1,"NE717SH24XKTINDFAS-2602701",2602701,25,"FALSE","2602703:0.60,2602701:0.52,2602699:0.43,2602697:0.40,2602695:0.40",1,1
10646455,1,"ZE980SH40SYHINDFAS-3296845",3296845,24.6,"FALSE","3296847:0.58,3296849:0.50,3296845:0.47,3296841:0.39,3296843:0.39,3296839:0.38",1,1
10651673,1,"RE105SH79DLSINDFAS-618581",618581,23.5,"FALSE","618582:0.48,618581:0.44,618583:0.36,618584:0.32",2,2
1065846,1,"FI739SH77TNQINDFAS-1221566",1221566,23.5,"TRUE","1221566:0.53,1221567:0.46,1221569:0.40,1221570:0.40,1221568:0.39,1221571:0.38",1,1
1066021,1,"SU576SH90GMJINDFAS-3093565",3093565,24.3,"FALSE","3093569:0.50,3093567:0.44,3093565:0.35,3093563:0.27,3093561:0.25",4,3
1066166,2,"PR101SH52YGPINDFAS-2842807",2842807,27.3,"TRUE","2842807:0.55,2842805:0.47,2842803:0.38,2842801:0.34,2842799:0.30",3,2
10661843,1,"ZC657SH84HVNINDFAS-2630745",2630745,25,"TRUE","2630745:0.50,2630747:0.44,2630743:0.42,2630741:0.38,2630749:0.36,2630739:0.33",4,3
10663249,1,"MB095SH95TVWINDFAS-2240595",2240595,24.3,"FALSE","2240596:0.57,2240597:0.50,2240595:0.48,2240594:0.38,2240593:0.31,2240592:0.29",3,2
10663249,1,"MI162SH90UKJINDFAS-2410009",2410009,24.3,"FALSE","2410011:0.57,2410013:0.50,2410009:0.48,2410015:0.41,2410007:0.38,2410005:0.31",3,2
10664719,1,"RE105SH75DTWINDFAS-1513969",1513969,26.5,"FALSE","1513967:0.59,1513968:0.59,1513969:0.43,1513966:0.43",2,1
10667795,1,"MY465SH98GFDINDFAS-3390419",3390419,25.55,"TRUE","3390419:0.57,3390417:0.50,3390421:0.49,3390415:0.41,3390413:0.31,3390411:0.29",3,2
10669777,1,"CA027SH72HGDINDFAS-3332163",3332163,26.6,"FALSE","3332161:0.58,3332159:0.51,3332163:0.45,3332153:0.40,3332155:0.39,3332157:0.38",1,1
1068059,1,"TE228SH95TKQINDFAS-1782969",1782969,24.5,"FALSE","1782970:0.49,1782971:0.45,1782969:0.44,1782972:0.42,1782968:0.40,1782967:0.33,1782966:0.24",4,3
1068059,1,"DO690SH99QEYINDFAS-1592892",1592892,24.3,"FALSE","1592893:0.50,1592894:0.44,1592892:0.42,1592895:0.36,1592891:0.33,1592890:0.27",4,3
10681711,1,"LA037SH26UUNINDFAS-2411345",2411345,24.9,"FALSE","2411343:0.57,2411345:0.47,2411341:0.45,2411339:0.40,2411349:0.39,2411347:0.39",1,1
10686407,2,"LI846SH06YZP-247622",247622,28,"FALSE","247620:0.59,247621:0.52,247622:0.43,247623:0.39,247624:0.37,247625:0.36",1,1
1068664,1,"IN071SH07TGAINDFAS-2238867",2238867,23.3,"TRUE","2238867:0.54,2238868:0.51,2238866:0.46,2238869:0.42,2238870:0.34,2238871:0.27",3,2
1070419,1,"ZC657SH54KMRINDFAS-3045053",3045053,24.3,"FALSE","3045055:0.67,3045057:0.58,3045053:0.56,3045059:0.48,3045051:0.44,3045049:0.36",2,1
10704997,2,"AN429SH86LWFINDFAS-2696127",2696127,26,"FALSE","2696129:0.60,2696131:0.52,2696127:0.51,2696133:0.43,2696125:0.41",1,1
10706923,2,"RE104SH08UYDINDFAS-2361821",2361821,26.7,"FALSE","2361823:0.57,2361825:0.55,2361821:0.49,2361817:0.40,2361819:0.40,2361815:0.39",1,1
10708193,1,"LA037SH90NKRINDFAS-2342367",2342367,22.9,"FALSE","2342369:0.63,2342367:0.57,2342365:0.49,2342371:0.46,2342373:0.33,2342375:0.33",2,1
10722939,1,"NE717SH84TWHINDFAS-2240658",2240658,22.4,"FALSE","2240663:0.60,2240662:0.52,2240661:0.43,2240659:0.40,2240658:0.40,2240660:0.40",1,1
1073292,2,"HI775SH20QDJINDFAS-2767167",2767167,27.63,"FALSE","2767165:0.50,2767163:0.49,2767167:0.38,2767169:0.29,2767171:0.18",7,3
10737171,1,"ZC657SH52ZXJINDFAS-3610849",3610849,24.3,"FALSE","3610853:0.60,3610851:0.52,3610855:0.51,3610849:0.43,3610845:0.40,3610847:0.40",1,1
10739129,2,"WA757SH16ZXVINDFAS-3553975",3553975,26,"FALSE","3553971:0.55,3553973:0.52,3553975:0.48,3553977:0.39,3553979:0.28",3,2
1073957,1,"CR037SH43BKEINDFAS-2134200",2134200,23.622,"FALSE","2134202:0.45,2134201:0.40,2134200:0.34,2134199:0.28,2134198:0.20,2134197:0.17",4,3
1073957,1,"SU068SH34XYVINDFAS-4049691",4049691,24.5,"FALSE","4049693:0.49,4049691:0.44,4049695:0.42,4049689:0.36,4049697:0.30,4049687:0.30",4,3
10749355,2,"DE041SH82QORINDFAS-992563",992563,26,"FALSE","992564:0.57,992565:0.55,992563:0.47,992566:0.46,992562:0.40,992567:0.40",1,1
10760965,2,"RE104SH39YDWINDFAS-1907439",1907439,27.3,"FALSE","1907440:0.49,1907439:0.41,1907438:0.40,1907436:0.40,1907437:0.40,1907435:0.39",1,1
107791,1,"AL009SH44UGLINDFAS-3772033",3772033,24.13,"TRUE","3772033:0.52,3772035:0.43,3772037:0.34,3772039:0.25",6,3
10781771,2,"BE013SH88IWXINDFAS-3162221",3162221,27.9,"FALSE","3162223:0.56,3162221:0.47,3162219:0.37,3162215:0.28,3162217:0.28",3,2
1078717,1,"JC046SH87DDOINDFAS-2200659",2200659,25.55,"TRUE","2200659:0.50,2200657:0.50,2200658:0.44,2200660:0.42,2200656:0.41,2200655:0.35,3234653:0.33",2,2
10787915,2,"UN573SH46PUBINDFAS-3705137",3705137,27,"FALSE","3705135:0.45,3705137:0.40,3705141:0.39,3705139:0.38,3705143:0.38,3705145:0.35",1,1
1079071,1,"CA028SH04WFNINDFAS-1549386",1549386,25,"FALSE","1549387:0.57,1549386:0.50,1549388:0.49,1549385:0.41,1549384:0.31,1549383:0.29",3,2
1079276,2,"CR037SH75UVSINDFAS-2117431",2117431,26.67,"FALSE","2117432:0.59,2117433:0.54,2117431:0.49,2117434:0.44,2117430:0.42,2117429:0.39,2117435:0.37,2117428:0.31,2117427:0.27,2117426:0.20",1,1
1079276,2,"CR037SH87UVGINDFAS-2117333",2117333,23.622,"FALSE","2117338:0.59,2117339:0.54,2117337:0.49,2117340:0.44,2117336:0.42,2117335:0.39,2117341:0.37,2117334:0.31,2117333:0.27,2117332:0.20",1,1
1079338,1,"SK112SH66GBLINDFAS-2083317",2083317,26,"FALSE","2083316:0.60,2083317:0.46,2083315:0.46,4667621:0.40,2083318:0.37",1,1
10794513,1,"BL542SH04LYLINDFAS-4143801",4143801,26.2,"FALSE","4143799:0.66,4143797:0.58,4143801:0.57,4143795:0.50,4143793:0.43,4143791:0.35",2,1
1079501,1,"MB095SH36WTNINDFAS-3250651",3250651,25,"FALSE","3250653:0.50,3250651:0.44,3250655:0.42,3250649:0.35,3250647:0.34,3250645:0.29",4,3
1079635,1,"AD113SH49ZDEINDFAS-2309807",2309807,24.3,"FALSE","2309806:0.75,2309805:0.66,2309807:0.63,2309808:0.51,2309809:0.40,2309810:0.28",13,3
1079635,1,"ZC657SH74KGFINDFAS-2928155",2928155,23.55,"TRUE","2928155:0.76,2928153:0.67,2928157:0.63,2928159:0.51,2928161:0.41,2928163:0.29",13,3
10798345,1,"IN071SH82FHLINDFAS-3801081",3801081,23.3,"FALSE","3801083:0.56,3801085:0.54,3801073:0.46,3801081:0.46,3801075:0.38,3801079:0.38,3801077:0.33",1,1
10799113,2,"IS716SH28UTJINDFAS-1168110",1168110,28.3,"FALSE","1653429:0.51,1168110:0.43,1168108:0.40,1168105:0.40,1168106:0.40,1168107:0.40,1168109:0.39",1,1
1080194,1,"PA688SH36JOTINDFAS-2444307",2444307,21.6,"FALSE","2444311:0.42,2444313:0.41,2444315:0.39,2444309:0.32,2444317:0.31,2444307:0.23",3,3
10802401,1,"KI520SH02BRPINDFAS-3501567",3501567,25.55,"FALSE","3501565:0.56,3501563:0.54,3501567:0.48,3501561:0.44,3501559:0.40,3501569:0.40",1,1
10809787,1,"LA037SH98VDHINDFAS-2412715",2412715,26.6,"TRUE","2412715:0.54,2412713:0.53,2412711:0.42,2412705:0.40,2412707:0.39,2412709:0.38",1,1
10809787,1,"LA037SH34UUFINDFAS-2411301",2411301,26.6,"TRUE","2411301:0.54,2411299:0.53,2411297:0.42,2411291:0.40,2411293:0.39,2411295:0.38",1,1
1081252,1,"ST945SH58YDHINDFAS-3134035",3134035,26,NA,"3134035:0.64,3134033:0.53,3134031:0.43,3134029:0.33,3134027:0.31,3134025:0.31,3134023:0.30",2,1
1081308,1,"NE717SH82WSFINDFAS-4047781",4047781,24.3,"FALSE","4047783:0.50,4047785:0.44,4047781:0.42,4047787:0.36",4,3
1083196,1,"CA028SH63FSMINDFAS-1295356",1295356,24.2,"FALSE","1295355:0.59,1295356:0.51,1295357:0.43,1295360:0.39,1295358:0.39,1295359:0.38",1,1
1083238,3,"SP115SH90ZXHINDFAS-2962007",2962007,20.7,"FALSE","2962017:0.60,2962015:0.57,2962013:0.55,2962011:0.52,2962009:0.49,2962007:0.47",1,1
108367,2,"RE105SH79ZFKINDFAS-1556982",1556982,25,"FALSE","1556985:0.53,1556984:0.53,1556986:0.40,1556983:0.40,1556982:0.39,1556987:0.36",1,1
108379,1,"AD113SH68ZCLINDFAS-2309692",2309692,23.64,"TRUE","2309692:0.49,2309691:0.43,2309693:0.41,2309694:0.34,2309695:0.33,2309696:0.33",2,2
